user_id,date_transaction,revenue,product_category
user_128,2024-03-08,253.36,Electronics
user_259,2024-03-22,101.28,Electronics
user_597,2024-03-07,352.01,Clothing
user_658,2024-03-05,27.62,Home
user_537,2024-04-17,219.95,Electronics
user_134,2024-04-15,268.51,Clothing
user_362,2024-05-08,473.13,Clothing
user_320,2024-03-06,379.16,Clothing
user_219,2024-04-02,71.8,Toys
user_405,2024-05-17,5.99,Toys
user_231,2024-04-15,129.44,Clothing
user_237,2024-03-18,188.79,Clothing
user_505,2024-04-26,335.53,Electronics
user_152,2024-03-09,189.21,Clothing
user_181,2024-04-25,113.06,Electronics
user_583,2024-03-12,374.83,Clothing
user_451,2024-05-20,216.46,Electronics
user_336,2024-03-05,9.09,Home
user_624,2024-04-17,490.78,Electronics
user_180,2024-03-14,284.63,Electronics
user_650,2024-05-20,46.29,Toys
user_407,2024-03-28,95.89,Books
user_702,2024-04-24,205.81,Clothing
user_240,2024-04-13,159.49,Clothing
user_624,2024-05-28,164.55,Electronics
user_491,2024-03-25,447.06,Electronics
user_141,2024-03-19,134.76,Clothing
user_427,2024-04-03,199.15,Clothing
user_40,2024-05-22,447.9,Electronics
user_381,2024-05-15,216.46,Electronics
user_700,2024-03-28,353.46,Clothing
user_297,2024-03-15,112.69,Electronics
user_540,2024-05-24,50.01,Home
user_427,2024-03-04,175.99,Clothing
user_612,2024-05-02,446.9,Clothing
user_356,2024-05-05,445.85,Electronics
user_237,2024-03-24,253.53,Electronics
user_160,2024-04-23,391.71,Clothing
user_407,2024-03-22,37.35,Books
user_184,2024-05-05,272.45,Electronics
user_137,2024-03-12,300.67,Clothing
user_684,2024-05-24,189.96,Clothing
user_49,2024-05-20,395.15,Clothing
user_276,2024-05-30,18.96,Books
user_592,2024-05-10,349.35,Electronics
user_21,2024-04-16,29.31,Books
user_271,2024-05-27,230.61,Clothing
user_26,2024-04-12,16.73,Toys
user_675,2024-05-03,321.25,Electronics
user_479,2024-03-10,82.4,Books
user_633,2024-03-29,383.74,Electronics
user_531,2024-04-13,251.95,Clothing
user_447,2024-05-19,497.39,Electronics
user_361,2024-04-17,46.2,Toys
user_321,2024-03-23,433.6,Electronics
user_46,2024-04-10,41.94,Home
user_702,2024-03-21,398.37,Electronics
user_534,2024-05-21,462.75,Electronics
user_43,2024-05-17,62.08,Books
user_591,2024-04-24,93.26,Home
user_33,2024-03-14,134.25,Clothing
user_351,2024-03-25,50.55,Home
user_373,2024-05-03,100.33,Electronics
user_307,2024-03-08,80.92,Toys
user_630,2024-03-04,463.24,Electronics
user_269,2024-05-25,62.41,Books
user_359,2024-05-06,430.01,Electronics
user_137,2024-05-17,138.87,Electronics
user_486,2024-03-09,93.78,Toys
user_257,2024-04-28,44.55,Home
user_367,2024-04-14,98.17,Toys
user_415,2024-03-03,212.65,Electronics
user_174,2024-03-15,97.04,Home
user_297,2024-03-15,469.7,Clothing
user_181,2024-05-11,309.29,Electronics
user_310,2024-05-02,84.0,Home
user_626,2024-03-03,95.32,Books
user_261,2024-03-10,10.31,Books
user_462,2024-04-12,343.83,Electronics
user_257,2024-03-28,34.91,Toys
user_111,2024-05-26,492.31,Electronics
user_316,2024-05-17,344.93,Electronics
user_468,2024-05-23,12.78,Toys
user_574,2024-03-27,183.83,Clothing
user_122,2024-04-24,9.88,Home
user_613,2024-03-12,125.96,Electronics
user_239,2024-04-06,302.33,Clothing
user_694,2024-04-06,176.63,Electronics
user_204,2024-03-10,30.78,Toys
user_83,2024-05-29,19.7,Toys
user_433,2024-05-06,223.96,Electronics
user_322,2024-03-27,472.84,Electronics
user_86,2024-05-05,215.95,Electronics
user_175,2024-04-17,16.84,Home
user_633,2024-05-01,252.36,Electronics
user_450,2024-03-30,490.62,Electronics
user_470,2024-03-01,466.86,Clothing
user_482,2024-04-09,75.73,Books
user_90,2024-04-13,444.22,Electronics
user_329,2024-05-20,92.18,Home
user_637,2024-04-30,451.57,Electronics
user_689,2024-04-19,84.53,Toys
user_433,2024-04-27,228.74,Electronics
user_540,2024-03-04,31.02,Books
user_237,2024-05-14,114.54,Electronics
user_694,2024-05-02,240.71,Electronics
user_583,2024-04-02,196.82,Electronics
user_48,2024-03-01,373.5,Electronics
user_653,2024-03-25,214.07,Clothing
user_81,2024-05-26,60.34,Books
user_226,2024-03-08,69.24,Home
user_109,2024-04-03,68.37,Books
user_233,2024-03-09,343.4,Clothing
user_379,2024-05-01,8.9,Home
user_285,2024-03-19,275.26,Electronics
user_359,2024-04-30,144.56,Clothing
user_215,2024-04-18,39.13,Toys
user_523,2024-05-13,39.07,Home
user_551,2024-04-01,374.34,Electronics
user_195,2024-04-26,195.77,Clothing
user_571,2024-03-09,221.33,Clothing
user_598,2024-05-26,77.58,Books
user_677,2024-05-24,27.59,Toys
user_503,2024-04-04,448.02,Clothing
user_212,2024-03-11,166.69,Clothing
user_678,2024-05-31,121.21,Electronics
user_679,2024-04-16,434.11,Electronics
user_664,2024-05-02,314.55,Clothing
user_427,2024-04-23,226.32,Clothing
user_90,2024-05-14,279.59,Electronics
user_691,2024-05-07,424.03,Electronics
user_696,2024-04-19,42.58,Toys
user_15,2024-03-04,324.92,Electronics
user_543,2024-05-10,24.98,Home
user_507,2024-03-26,429.99,Electronics
user_239,2024-05-01,185.59,Clothing
user_93,2024-04-11,176.35,Clothing
user_628,2024-05-17,54.13,Home
user_465,2024-03-18,455.06,Clothing
user_338,2024-04-06,272.42,Electronics
user_139,2024-05-16,233.79,Electronics
user_597,2024-05-27,171.53,Clothing
user_642,2024-03-15,237.31,Clothing
user_173,2024-04-12,29.81,Books
user_172,2024-04-05,126.68,Electronics
user_633,2024-03-21,436.05,Clothing
user_530,2024-05-05,464.38,Clothing
user_79,2024-03-27,101.29,Electronics
user_213,2024-04-11,76.72,Toys
user_68,2024-04-24,444.11,Electronics
user_351,2024-03-23,67.05,Toys
user_335,2024-03-23,104.68,Electronics
user_396,2024-05-20,489.78,Clothing
user_368,2024-05-04,44.71,Books
user_612,2024-04-05,106.18,Clothing
user_625,2024-03-23,62.41,Books
user_247,2024-04-16,270.5,Clothing
user_502,2024-05-26,207.32,Electronics
user_252,2024-04-09,55.89,Books
user_440,2024-05-05,285.35,Clothing
user_331,2024-04-22,50.02,Home
user_126,2024-04-25,54.64,Books
user_154,2024-04-25,254.41,Clothing
user_167,2024-03-10,296.56,Electronics
user_428,2024-04-28,327.09,Clothing
user_489,2024-04-24,163.85,Clothing
user_537,2024-05-07,158.09,Clothing
user_228,2024-04-24,176.06,Clothing
user_40,2024-05-03,486.69,Clothing
user_337,2024-03-05,416.62,Electronics
user_265,2024-04-15,427.48,Clothing
user_580,2024-05-12,317.25,Electronics
user_276,2024-04-10,99.58,Toys
user_255,2024-04-10,48.72,Books
user_154,2024-03-17,395.45,Electronics
user_320,2024-04-22,134.54,Electronics
user_86,2024-03-27,305.0,Clothing
user_265,2024-04-22,331.47,Clothing
user_701,2024-05-22,292.88,Clothing
user_551,2024-05-16,296.39,Electronics
user_279,2024-03-07,17.5,Home
user_342,2024-05-15,26.61,Books
user_427,2024-03-23,216.73,Electronics
user_34,2024-04-23,94.01,Toys
user_691,2024-04-20,209.24,Electronics
user_532,2024-03-26,5.49,Toys
user_25,2024-04-17,379.76,Clothing
user_14,2024-04-03,53.4,Toys
user_128,2024-03-01,447.42,Electronics
user_521,2024-03-08,54.44,Books
user_633,2024-05-07,321.32,Clothing
user_150,2024-05-22,81.87,Books
user_702,2024-05-14,153.01,Electronics
user_571,2024-03-11,480.58,Clothing
user_663,2024-03-24,57.7,Home
user_157,2024-04-29,182.65,Clothing
user_193,2024-05-26,427.59,Clothing
user_583,2024-05-18,298.4,Clothing
user_520,2024-04-14,94.89,Home
user_622,2024-04-02,95.95,Home
user_19,2024-05-27,256.58,Electronics
user_337,2024-05-02,117.33,Electronics
user_504,2024-05-11,84.8,Toys
user_364,2024-05-06,489.54,Electronics
user_441,2024-03-24,35.31,Books
user_553,2024-03-20,126.63,Electronics
user_642,2024-04-16,124.01,Electronics
user_34,2024-05-08,44.18,Home
user_49,2024-04-22,437.37,Electronics
user_84,2024-03-07,11.85,Home
user_687,2024-04-15,389.85,Clothing
user_218,2024-03-31,37.28,Home
user_526,2024-05-05,386.17,Electronics
user_273,2024-03-24,353.87,Clothing
user_534,2024-03-30,452.88,Electronics
user_587,2024-04-30,105.93,Clothing
user_29,2024-05-28,121.8,Clothing
user_541,2024-04-16,479.41,Electronics
user_152,2024-03-14,215.09,Electronics
user_621,2024-04-12,271.91,Electronics
user_200,2024-05-07,94.82,Books
user_541,2024-04-17,310.42,Electronics
user_314,2024-04-23,295.33,Clothing
user_388,2024-03-26,58.16,Books
user_365,2024-03-19,40.21,Toys
user_175,2024-04-30,15.25,Toys
user_94,2024-05-08,169.77,Clothing
user_253,2024-04-22,347.68,Electronics
user_154,2024-03-25,402.65,Clothing
user_272,2024-05-24,341.15,Clothing
user_587,2024-03-16,180.23,Clothing
user_592,2024-05-21,175.27,Electronics
user_507,2024-04-25,329.74,Electronics
user_214,2024-03-28,167.71,Clothing
user_281,2024-03-21,335.55,Clothing
user_369,2024-05-17,10.88,Books
user_481,2024-03-31,62.25,Toys
user_620,2024-05-17,161.97,Electronics
user_394,2024-05-27,356.58,Electronics
user_469,2024-03-03,31.92,Toys
user_61,2024-03-11,10.54,Books
user_272,2024-03-13,430.17,Electronics
user_630,2024-04-06,381.8,Clothing
user_302,2024-03-26,258.04,Clothing
user_178,2024-04-07,417.19,Electronics
user_339,2024-04-18,148.09,Clothing
user_487,2024-04-21,319.03,Clothing
user_490,2024-05-01,210.75,Electronics
user_424,2024-03-13,276.38,Electronics
user_321,2024-03-21,319.65,Clothing
user_211,2024-04-03,25.72,Toys
user_237,2024-04-15,263.38,Clothing
user_621,2024-05-16,348.92,Clothing
user_307,2024-05-18,43.5,Toys
user_286,2024-03-06,239.71,Electronics
user_12,2024-05-09,154.46,Electronics
user_683,2024-04-12,167.98,Electronics
user_475,2024-04-02,405.52,Clothing
user_657,2024-05-19,32.05,Books
user_328,2024-03-08,56.75,Home
user_49,2024-05-14,367.01,Clothing
user_329,2024-05-28,56.61,Books
user_115,2024-04-17,8.87,Books
user_668,2024-05-15,78.28,Toys
user_539,2024-03-01,83.39,Toys
user_322,2024-03-20,133.79,Clothing
user_233,2024-05-27,160.66,Electronics
user_230,2024-04-06,65.38,Home
user_465,2024-03-04,251.48,Clothing
user_314,2024-04-29,453.51,Electronics
user_125,2024-03-30,372.73,Electronics
user_553,2024-04-24,298.26,Electronics
user_195,2024-04-12,155.14,Clothing
user_168,2024-05-07,443.8,Electronics
user_428,2024-04-02,332.05,Clothing
user_265,2024-05-09,487.27,Clothing
user_48,2024-05-09,366.89,Clothing
user_33,2024-03-11,274.68,Clothing
user_258,2024-04-21,263.02,Clothing
user_340,2024-03-26,152.76,Electronics
user_243,2024-03-24,101.68,Clothing
user_49,2024-03-13,376.66,Clothing
user_360,2024-04-11,86.32,Toys
user_193,2024-04-08,465.45,Clothing
user_535,2024-03-08,243.3,Clothing
user_157,2024-05-23,404.79,Clothing
user_76,2024-04-28,6.2,Toys
user_63,2024-05-28,78.64,Toys
user_505,2024-03-21,341.86,Clothing
user_355,2024-03-03,100.33,Electronics
user_578,2024-03-12,21.72,Home
user_214,2024-03-25,121.12,Electronics
user_528,2024-05-09,25.27,Home
user_705,2024-03-29,274.9,Electronics
user_1,2024-04-21,16.26,Home
user_314,2024-04-03,384.06,Electronics
user_194,2024-03-05,371.9,Electronics
user_582,2024-03-18,49.84,Home
user_448,2024-05-15,81.78,Books
user_283,2024-04-22,490.26,Electronics
user_347,2024-05-14,44.42,Books
user_340,2024-04-21,488.73,Electronics
user_128,2024-04-09,400.53,Clothing
user_437,2024-05-07,159.9,Electronics
user_538,2024-03-24,168.06,Electronics
user_199,2024-04-01,127.44,Clothing
user_119,2024-05-24,88.48,Home
user_320,2024-04-07,127.94,Electronics
user_240,2024-03-30,213.88,Clothing
user_337,2024-03-06,353.52,Clothing
user_610,2024-04-20,453.88,Clothing
user_247,2024-05-30,330.73,Electronics
user_180,2024-04-12,134.51,Electronics
user_653,2024-04-20,181.24,Clothing
user_642,2024-04-09,196.93,Electronics
user_446,2024-05-01,212.52,Clothing
user_700,2024-04-26,211.27,Clothing
user_415,2024-04-19,148.23,Electronics
user_20,2024-04-11,453.35,Electronics
user_491,2024-04-29,356.82,Electronics
user_322,2024-05-08,265.16,Electronics
user_466,2024-03-13,73.41,Home
user_415,2024-04-01,392.73,Electronics
user_111,2024-05-30,408.02,Clothing
user_647,2024-03-10,228.37,Clothing
user_519,2024-05-11,473.32,Electronics
user_702,2024-03-10,133.3,Clothing
user_10,2024-03-19,296.87,Electronics
user_126,2024-04-01,79.31,Toys
user_553,2024-03-18,135.91,Electronics
user_247,2024-05-25,102.67,Electronics
user_683,2024-04-15,285.84,Electronics
user_350,2024-03-15,169.55,Clothing
user_687,2024-04-16,192.97,Electronics
user_237,2024-03-25,199.74,Electronics
user_403,2024-03-21,411.71,Electronics
user_25,2024-03-08,486.75,Electronics
user_620,2024-05-07,268.96,Electronics
user_637,2024-03-29,129.72,Clothing
user_271,2024-04-12,446.61,Electronics
user_406,2024-03-23,17.39,Books
user_686,2024-04-05,124.45,Clothing
user_356,2024-03-25,439.84,Electronics
user_641,2024-05-09,125.03,Electronics
user_541,2024-03-11,322.13,Clothing
user_75,2024-03-08,423.74,Electronics
user_306,2024-05-07,80.39,Books
user_345,2024-03-10,20.46,Home
user_682,2024-05-03,481.53,Electronics
user_33,2024-04-15,404.73,Electronics
user_466,2024-03-28,41.71,Books
user_707,2024-03-17,13.48,Toys
user_415,2024-03-27,416.09,Electronics
user_333,2024-04-25,71.87,Books
user_703,2024-04-08,82.58,Toys
user_104,2024-04-30,396.71,Clothing
user_152,2024-05-27,361.6,Electronics
user_3,2024-04-07,228.36,Clothing
user_318,2024-05-24,139.54,Clothing
user_321,2024-04-25,270.73,Clothing
user_451,2024-05-22,359.4,Electronics
user_435,2024-03-25,444.55,Electronics
user_169,2024-05-09,420.15,Clothing
user_18,2024-05-15,208.3,Electronics
user_392,2024-05-03,59.79,Books
user_150,2024-05-16,28.54,Toys
user_65,2024-03-01,408.6,Electronics
user_635,2024-03-16,368.67,Clothing
user_576,2024-05-08,34.84,Home
user_94,2024-04-11,356.44,Clothing
user_514,2024-03-11,28.47,Toys
user_335,2024-03-26,335.48,Electronics
user_321,2024-03-24,323.56,Electronics
user_199,2024-04-19,357.94,Clothing
user_526,2024-04-25,230.86,Electronics
user_190,2024-05-28,24.39,Toys
user_398,2024-04-16,102.17,Electronics
user_401,2024-03-17,348.8,Electronics
user_539,2024-03-12,14.83,Books
user_691,2024-03-31,283.31,Electronics
user_20,2024-05-28,148.96,Electronics
user_141,2024-04-10,398.4,Clothing
user_237,2024-05-30,183.47,Clothing
user_615,2024-05-12,428.77,Clothing
user_391,2024-04-26,34.41,Toys
user_705,2024-03-09,207.7,Electronics
user_584,2024-04-19,55.17,Home
user_642,2024-04-30,347.85,Clothing
user_683,2024-05-06,475.71,Electronics
user_350,2024-04-29,304.75,Clothing
user_684,2024-04-17,337.48,Clothing
user_15,2024-03-13,405.16,Electronics
user_662,2024-03-18,333.52,Clothing
user_362,2024-05-30,206.5,Clothing
user_632,2024-03-22,91.64,Home
user_166,2024-04-01,76.46,Toys
user_364,2024-04-20,234.81,Clothing
user_574,2024-05-07,265.26,Electronics
user_167,2024-05-16,156.47,Clothing
user_323,2024-05-22,225.77,Electronics
user_153,2024-05-13,43.94,Toys
user_271,2024-05-18,491.98,Clothing
user_600,2024-05-13,9.36,Toys
user_221,2024-04-07,152.94,Electronics
user_682,2024-05-09,153.29,Electronics
user_322,2024-04-15,169.78,Clothing
user_281,2024-04-29,106.83,Electronics
user_563,2024-05-10,85.29,Home
user_35,2024-05-29,47.87,Home
user_592,2024-05-02,109.08,Clothing
user_487,2024-05-17,321.17,Clothing
user_461,2024-04-22,157.11,Clothing
user_58,2024-03-12,56.55,Home
user_181,2024-04-07,181.82,Electronics
user_269,2024-04-25,84.52,Books
user_239,2024-05-01,352.33,Clothing
user_555,2024-04-27,161.99,Clothing
user_243,2024-04-16,278.05,Electronics
user_193,2024-04-09,327.32,Clothing
user_25,2024-03-03,329.1,Electronics
user_655,2024-04-15,446.92,Clothing
user_186,2024-03-21,99.69,Home
user_669,2024-05-10,11.22,Home
user_600,2024-03-24,33.9,Books
user_421,2024-05-29,433.22,Electronics
user_525,2024-05-25,75.83,Toys
user_63,2024-04-25,65.43,Toys
user_128,2024-03-17,252.13,Electronics
user_214,2024-03-01,493.15,Clothing
user_540,2024-05-23,89.35,Books
user_255,2024-05-10,57.85,Home
user_322,2024-05-25,242.99,Electronics
user_551,2024-05-09,226.27,Electronics
user_356,2024-03-29,190.8,Clothing
user_643,2024-04-25,24.16,Books
user_457,2024-05-12,187.41,Electronics
user_488,2024-03-05,92.9,Toys
user_635,2024-04-02,357.54,Electronics
user_157,2024-05-18,173.86,Electronics
user_328,2024-03-16,71.93,Home
user_19,2024-03-05,431.28,Electronics
user_4,2024-03-11,75.74,Books
user_172,2024-04-05,299.22,Clothing
user_597,2024-04-21,336.28,Electronics
user_700,2024-04-16,202.2,Electronics
user_530,2024-05-27,490.13,Electronics
user_111,2024-05-15,127.66,Electronics
user_10,2024-05-13,456.18,Clothing
user_437,2024-05-22,299.14,Electronics
user_683,2024-03-18,457.65,Electronics
user_538,2024-05-10,211.51,Clothing
user_418,2024-05-24,57.43,Home
user_297,2024-04-06,309.97,Clothing
user_661,2024-04-12,492.43,Electronics
user_668,2024-05-29,27.82,Toys
user_111,2024-05-27,250.05,Clothing
user_41,2024-04-05,426.99,Clothing
user_199,2024-04-16,305.93,Electronics
user_478,2024-04-08,31.41,Home
user_621,2024-05-15,372.49,Electronics
user_635,2024-04-18,130.73,Electronics
user_628,2024-05-16,73.29,Home
user_12,2024-03-14,123.87,Electronics
user_583,2024-05-22,314.58,Clothing
user_99,2024-04-03,42.17,Toys
user_648,2024-05-07,15.81,Toys
user_367,2024-03-04,78.91,Books
user_308,2024-04-19,31.65,Toys
user_237,2024-03-04,230.29,Electronics
user_610,2024-04-02,467.89,Electronics
user_541,2024-03-18,294.21,Clothing
user_166,2024-05-28,35.23,Home
user_322,2024-03-04,265.11,Clothing
user_396,2024-05-30,206.72,Clothing
user_464,2024-04-19,294.81,Electronics
user_392,2024-04-26,14.66,Toys
user_155,2024-03-11,186.85,Clothing
user_182,2024-05-16,11.83,Books
user_155,2024-04-27,223.22,Clothing
user_111,2024-03-15,298.85,Electronics
user_184,2024-03-22,493.28,Clothing
user_32,2024-04-23,77.77,Home
user_379,2024-03-05,40.61,Toys
user_551,2024-03-30,289.41,Electronics
user_297,2024-05-23,173.94,Electronics
user_359,2024-04-23,468.7,Electronics
user_415,2024-04-05,361.1,Electronics
user_637,2024-05-27,265.93,Clothing
user_446,2024-04-03,320.46,Clothing
user_364,2024-04-11,244.38,Electronics
user_87,2024-03-27,108.78,Electronics
user_451,2024-03-08,168.7,Electronics
user_233,2024-04-17,407.85,Clothing
user_687,2024-04-26,421.17,Electronics
user_239,2024-05-02,375.29,Electronics
user_440,2024-05-29,361.11,Clothing
user_495,2024-05-08,80.53,Books
user_415,2024-05-29,383.82,Clothing
user_691,2024-05-26,290.2,Electronics
user_491,2024-03-07,480.74,Electronics
user_181,2024-03-27,186.21,Clothing
user_652,2024-05-15,89.8,Books
user_647,2024-03-29,236.14,Clothing
user_212,2024-03-15,380.66,Electronics
user_350,2024-05-17,208.09,Electronics
user_553,2024-03-05,173.15,Clothing
user_586,2024-05-30,75.45,Home
user_293,2024-04-02,73.25,Home
user_171,2024-05-07,372.14,Electronics
user_48,2024-03-07,195.75,Electronics
user_664,2024-04-02,207.18,Electronics
user_107,2024-03-10,14.03,Home
user_320,2024-04-17,417.38,Clothing
user_675,2024-04-19,273.69,Electronics
user_16,2024-03-23,77.45,Home
user_11,2024-04-30,74.56,Toys
user_267,2024-04-13,60.36,Toys
user_406,2024-04-26,83.28,Home
user_190,2024-03-03,41.72,Toys
user_364,2024-05-07,221.86,Electronics
user_464,2024-03-24,212.81,Electronics
user_302,2024-05-20,467.17,Clothing
user_381,2024-03-17,102.86,Electronics
user_662,2024-03-02,424.91,Electronics
user_621,2024-04-14,474.27,Clothing
user_221,2024-04-04,372.24,Electronics
user_667,2024-03-01,6.49,Home
user_505,2024-05-14,357.75,Electronics
user_465,2024-04-03,486.4,Electronics
user_362,2024-03-26,112.69,Clothing
user_111,2024-04-08,258.61,Electronics
user_186,2024-05-03,22.55,Books
user_338,2024-03-24,315.38,Electronics
user_514,2024-03-03,68.8,Toys
user_351,2024-04-02,59.58,Toys
user_589,2024-04-20,414.99,Clothing
user_634,2024-05-24,98.25,Home
user_553,2024-05-22,386.61,Electronics
user_364,2024-03-09,321.93,Electronics
user_636,2024-04-05,289.44,Clothing
user_87,2024-03-03,309.41,Clothing
user_633,2024-05-08,332.04,Clothing
user_657,2024-05-05,61.64,Toys
user_125,2024-05-31,405.95,Electronics
user_694,2024-05-30,214.69,Electronics
user_465,2024-03-05,438.91,Clothing
user_359,2024-04-18,118.52,Clothing
user_631,2024-03-24,84.48,Toys
user_552,2024-05-07,316.55,Clothing
user_356,2024-05-25,451.02,Electronics
user_239,2024-03-18,106.52,Clothing
user_3,2024-05-04,143.03,Clothing
user_629,2024-04-25,50.74,Home
user_602,2024-05-20,65.48,Home
user_502,2024-03-03,405.0,Electronics
user_641,2024-03-09,261.96,Clothing
user_440,2024-03-26,112.54,Electronics
user_134,2024-03-07,105.85,Clothing
user_72,2024-05-17,58.81,Books
user_33,2024-03-09,200.98,Clothing
user_87,2024-04-19,136.55,Clothing
user_608,2024-03-12,15.54,Books
user_247,2024-05-09,305.81,Electronics
user_90,2024-05-14,230.85,Clothing
user_537,2024-03-28,221.79,Electronics
user_70,2024-05-24,387.36,Clothing
user_553,2024-04-11,321.21,Clothing
user_314,2024-05-17,313.35,Electronics
user_152,2024-03-29,461.99,Clothing
user_119,2024-05-04,33.91,Books
user_574,2024-05-16,194.87,Electronics
user_284,2024-03-02,53.26,Books
user_623,2024-04-02,54.68,Toys
user_678,2024-05-03,250.4,Electronics
user_508,2024-03-24,464.19,Electronics
user_246,2024-05-07,54.99,Home
user_233,2024-03-23,377.63,Electronics
user_620,2024-04-18,429.06,Clothing
user_405,2024-05-17,89.09,Toys
user_134,2024-05-18,234.8,Clothing
user_503,2024-04-24,360.78,Electronics
user_682,2024-04-30,420.28,Clothing
user_302,2024-05-01,255.62,Electronics
user_157,2024-05-28,142.66,Electronics
user_453,2024-05-18,11.25,Home
user_220,2024-04-01,58.25,Home
user_214,2024-03-26,241.91,Electronics
user_203,2024-05-19,26.8,Home
user_550,2024-05-11,453.17,Electronics
user_281,2024-05-29,234.7,Clothing
user_519,2024-05-18,460.79,Clothing
user_537,2024-05-29,102.27,Clothing
user_615,2024-05-27,343.66,Clothing
user_373,2024-03-10,155.51,Clothing
user_704,2024-03-09,89.36,Toys
user_237,2024-05-09,426.02,Clothing
user_581,2024-05-26,20.1,Home
user_321,2024-03-26,436.3,Clothing
user_322,2024-05-02,106.44,Clothing
user_603,2024-05-04,92.95,Books
user_613,2024-05-09,297.06,Electronics
user_602,2024-03-05,81.53,Home
user_82,2024-04-21,30.7,Toys
user_550,2024-03-15,176.04,Electronics
user_534,2024-04-13,314.21,Clothing
user_427,2024-04-12,116.24,Electronics
user_392,2024-05-12,25.96,Books
user_158,2024-05-25,52.08,Toys
user_240,2024-05-25,471.62,Clothing
user_387,2024-05-29,66.51,Toys
user_695,2024-04-28,21.47,Books
user_421,2024-03-10,186.05,Electronics
user_354,2024-04-03,23.64,Home
user_195,2024-04-10,382.73,Clothing
user_284,2024-05-27,22.06,Home
user_94,2024-04-11,328.91,Electronics
user_528,2024-03-18,69.04,Books
user_79,2024-04-27,200.36,Electronics
user_191,2024-03-06,45.58,Home
user_125,2024-05-30,159.1,Clothing
user_243,2024-05-21,467.23,Electronics
user_12,2024-04-07,249.36,Clothing
user_519,2024-03-22,423.21,Electronics
user_269,2024-05-27,39.17,Books
user_338,2024-04-01,437.79,Electronics
user_10,2024-03-19,108.28,Electronics
user_553,2024-03-11,253.27,Electronics
user_118,2024-04-29,136.21,Electronics
user_491,2024-03-01,320.7,Clothing
user_81,2024-03-27,61.27,Home
user_86,2024-04-24,218.32,Electronics
user_433,2024-04-14,177.87,Electronics
user_437,2024-05-10,265.48,Electronics
user_672,2024-04-14,7.97,Books
user_2,2024-03-24,72.68,Books
user_6,2024-05-12,15.62,Home
user_107,2024-03-30,96.22,Toys
user_131,2024-04-08,93.21,Toys
user_62,2024-05-22,109.42,Clothing
user_457,2024-05-23,212.87,Clothing
user_470,2024-04-17,423.99,Clothing
user_28,2024-04-27,55.65,Toys
user_137,2024-03-13,204.18,Electronics
user_208,2024-05-06,26.42,Books
user_393,2024-05-28,7.87,Home
